[IOT][2023-05-28 13:13:22,436][INFO] starting...
2023-05-28T13:18:55.507217163Z [WORM][2023-05-28 13:18:55,506][INFO] log:92;reward=0.40073051452636577;action=4;reward_sum=7.237749683856961
2023-05-28T13:18:55.954762153Z [WORM][2023-05-28 13:18:55,954][INFO] scanning...
2023-05-28T13:18:56.007602203Z [WORM][2023-05-28 13:18:56,007][INFO] log:92;reward=0.15023455619811976;action=2;reward_sum=7.387984240055081
2023-05-28T13:18:56.508447758Z [WORM][2023-05-28 13:18:56,508][INFO] log:92;reward=0.0;action=1;reward_sum=7.387984240055081
2023-05-28T13:18:57.009351413Z [WORM][2023-05-28 13:18:57,009][INFO] log:92;reward=0.3004271984100342;action=4;reward_sum=7.688411438465115
2023-05-28T13:18:57.510220492Z [WORM][2023-05-28 13:18:57,509][INFO] log:92;reward=0.15025382041931223;action=2;reward_sum=7.8386652588844274
2023-05-28T13:18:57.724935700Z [WORM][2023-05-28 13:18:57,724][INFO] fetching info...
2023-05-28T13:18:57.724993689Z [WORM][2023-05-28 13:18:57,724][INFO] fetching info...
2023-05-28T13:18:57.725025208Z [WORM][2023-05-28 13:18:57,724][INFO] fetching info...
2023-05-28T13:18:57.725056888Z [WORM][2023-05-28 13:18:57,724][INFO] scanning...
2023-05-28T13:18:58.011081797Z [WORM][2023-05-28 13:18:58,010][INFO] log:92;reward=0.05008895397186208;action=2;reward_sum=7.8887542128562895
2023-05-28T13:18:58.512117188Z [WORM][2023-05-28 13:18:58,511][INFO] log:92;reward=0.0;action=1;reward_sum=7.8887542128562895
2023-05-28T13:18:59.012851274Z [WORM][2023-05-28 13:18:59,012][INFO] log:92;reward=0.4007054805755601;action=4;reward_sum=8.28945969343185
2023-05-28T13:18:59.468918317Z [WORM][2023-05-28 13:18:59,468][INFO] pinging...
2023-05-28T13:18:59.513619024Z [WORM][2023-05-28 13:18:59,513][INFO] log:92;reward=0.15026121139526438;action=2;reward_sum=8.439720904827114
2023-05-28T13:19:00.014625982Z [WORM][2023-05-28 13:19:00,014][INFO] log:92;reward=0.0500870943069458;action=2;reward_sum=8.48980799913406
2023-05-28T13:19:00.515578698Z [WORM][2023-05-28 13:19:00,515][INFO] log:92;reward=0.3005306243896477;action=4;reward_sum=8.790338623523708
2023-05-28T13:19:01.016362247Z [WORM][2023-05-28 13:19:01,016][INFO] log:92;reward=0;action=3;reward_sum=8.790338623523708
2023-05-28T13:19:01.517216979Z [WORM][2023-05-28 13:19:01,516][INFO] log:92;reward=0.2003458499908426;action=4;reward_sum=8.99068447351455
2023-05-28T13:19:02.018045001Z [WORM][2023-05-28 13:19:02,017][INFO] log:92;reward=0.10017027854919291;action=4;reward_sum=9.090854752063743
2023-05-28T13:19:02.519066887Z [WORM][2023-05-28 13:19:02,518][INFO] log:92;reward=0;action=3;reward_sum=9.090854752063743
2023-05-28T13:19:03.019776337Z [WORM][2023-05-28 13:19:03,019][INFO] log:92;reward=0.3005185604095466;action=2;reward_sum=9.39137331247329
2023-05-28T13:19:03.520533176Z [WORM][2023-05-28 13:19:03,520][INFO] log:92;reward=0.3004489898681655;action=4;reward_sum=9.691822302341455
2023-05-28T13:19:04.522109461Z [WORM][2023-05-28 13:19:04,521][INFO] log:93;reward=0;action=3;reward_sum=0.0
2023-05-28T13:19:04.522178761Z [WORM][2023-05-28 13:19:04,522][INFO] scanning...
2023-05-28T13:19:05.023113163Z [WORM][2023-05-28 13:19:05,022][INFO] log:93;reward=0.20033218860626256;action=2;reward_sum=0.20033218860626256
2023-05-28T13:19:05.523681107Z [WORM][2023-05-28 13:19:05,523][INFO] log:93;reward=0.40066938400268626;action=4;reward_sum=0.6010015726089488
2023-05-28T13:19:06.024748995Z [WORM][2023-05-28 13:19:06,024][INFO] fetching info...
2023-05-28T13:19:06.525197950Z [WORM][2023-05-28 13:19:06,524][INFO] log:94;reward=0.20030579566955709;action=4;reward_sum=0.20030579566955709
2023-05-28T13:19:07.026309254Z [WORM][2023-05-28 13:19:07,026][INFO] fetching info...
2023-05-28T13:19:07.526790084Z [WORM][2023-05-28 13:19:07,526][INFO] log:95;reward=0.20032267570495677;action=4;reward_sum=0.20032267570495677
2023-05-28T13:19:08.027946102Z [WORM][2023-05-28 13:19:08,027][INFO] scanning...
2023-05-28T13:19:08.528446760Z [WORM][2023-05-28 13:19:08,528][INFO] log:96;reward=0.3505353450775157;action=2;reward_sum=0.3505353450775157
2023-05-28T13:19:09.029493483Z [WORM][2023-05-28 13:19:09,029][INFO] scanning...
2023-05-28T13:19:09.530077908Z [WORM][2023-05-28 13:19:09,529][INFO] log:97;reward=0.10015890598297084;action=2;reward_sum=0.10015890598297084
2023-05-28T13:19:10.031238049Z [WORM][2023-05-28 13:19:10,030][INFO] fetching info...
2023-05-28T13:19:10.531760973Z [WORM][2023-05-28 13:19:10,531][INFO] log:98;reward=0.6009805202484131;action=4;reward_sum=0.6009805202484131
2023-05-28T13:19:11.032865615Z [WORM][2023-05-28 13:19:11,032][INFO] scanning...
2023-05-28T13:19:11.533336046Z [WORM][2023-05-28 13:19:11,533][INFO] log:99;reward=0.20033047199249232;action=2;reward_sum=0.20033047199249232
2023-05-28T13:19:12.034355838Z [WORM][2023-05-28 13:19:12,034][INFO] fetching info...
2023-05-28T13:19:12.534995647Z [WORM][2023-05-28 13:19:12,534][INFO] log:100;reward=0.40062441825866557;action=4;reward_sum=0.40062441825866557
2023-05-28T13:19:13.536026508Z [WORM][2023-05-28 13:19:13,535][INFO] log:101;reward=0.0;action=1;reward_sum=0.0
2023-05-28T13:19:14.037046260Z [WORM][2023-05-28 13:19:14,036][INFO] fetching info...
2023-05-28T13:19:14.537548762Z [WORM][2023-05-28 13:19:14,537][INFO] log:102;reward=0.4005412101745591;action=4;reward_sum=0.4005412101745591
2023-05-28T13:19:15.038808254Z [WORM][2023-05-28 13:19:15,038][INFO] scanning...
2023-05-28T13:19:15.539113416Z [WORM][2023-05-28 13:19:15,538][INFO] log:103;reward=0.400575971603395;action=2;reward_sum=0.400575971603395
2023-05-28T13:19:16.040217676Z [WORM][2023-05-28 13:19:16,039][INFO] fetching info...
2023-05-28T13:19:16.540664253Z [WORM][2023-05-28 13:19:16,540][INFO] log:104;reward=0.40062403678894043;action=4;reward_sum=0.40062403678894043
2023-05-28T13:19:17.041775277Z [WORM][2023-05-28 13:19:17,041][INFO] scanning...
2023-05-28T13:19:17.542208548Z [WORM][2023-05-28 13:19:17,542][INFO] log:105;reward=0.20031380653381348;action=2;reward_sum=0.20031380653381348
2023-05-28T13:19:18.543455094Z [WORM][2023-05-28 13:19:18,543][INFO] log:106;reward=0.0;action=1;reward_sum=0.0
2023-05-28T13:19:19.544703825Z [WORM][2023-05-28 13:19:19,544][INFO] log:107;reward=0.0;action=1;reward_sum=0.0
2023-05-28T13:19:20.045852116Z [WORM][2023-05-28 13:19:20,045][INFO] scanning...
2023-05-28T13:19:20.546288305Z [WORM][2023-05-28 13:19:20,546][INFO] log:108;reward=0.3004058599472046;action=2;reward_sum=0.3004058599472046
2023-05-28T13:19:21.047488956Z [WORM][2023-05-28 13:19:21,047][INFO] fetching info...
2023-05-28T13:19:21.548165043Z [WORM][2023-05-28 13:19:21,547][INFO] log:109;reward=1.0014631748199463;action=4;reward_sum=1.0014631748199463
2023-05-28T13:19:22.049114073Z [WORM][2023-05-28 13:19:22,048][INFO] fetching info...
2023-05-28T13:19:22.549581628Z [WORM][2023-05-28 13:19:22,549][INFO] log:110;reward=0.2003201961517327;action=4;reward_sum=0.2003201961517327
2023-05-28T13:19:23.050662445Z [WORM][2023-05-28 13:19:23,050][INFO] scanning...
2023-05-28T13:19:23.551318865Z [WORM][2023-05-28 13:19:23,550][INFO] log:111;reward=0.3004863023757931;action=2;reward_sum=0.3004863023757931
2023-05-28T13:19:24.552829888Z [WORM][2023-05-28 13:19:24,552][INFO] log:112;reward=0;action=3;reward_sum=0.0
2023-05-28T13:19:24.553027098Z [WORM][2023-05-28 13:19:24,552][INFO] fetching info...
2023-05-28T13:19:25.053993049Z [WORM][2023-05-28 13:19:25,053][INFO] log:112;reward=0.5008759498596191;action=4;reward_sum=0.5008759498596191
2023-05-28T13:19:25.554880282Z [WORM][2023-05-28 13:19:25,554][INFO] log:112;reward=0;action=3;reward_sum=0.5008759498596191
2023-05-28T13:19:25.554968177Z [WORM][2023-05-28 13:19:25,554][INFO] scanning...
2023-05-28T13:19:26.055738471Z [WORM][2023-05-28 13:19:26,055][INFO] log:112;reward=0.25045964717864955;action=2;reward_sum=0.7513355970382687
2023-05-28T13:19:26.556172955Z [WORM][2023-05-28 13:19:26,555][INFO] log:112;reward=0.0;action=1;reward_sum=0.7513355970382687
2023-05-28T13:19:27.057468715Z [WORM][2023-05-28 13:19:27,057][INFO] pinging...
2023-05-28T13:19:27.558072557Z [WORM][2023-05-28 13:19:27,557][INFO] log:113;reward=1.627591645717621;action=0;reward_sum=1.627591645717621
2023-05-28T13:19:28.058929543Z [WORM][2023-05-28 13:19:28,058][INFO] log:113;reward=0.025043010711669922;action=0;reward_sum=1.6526346564292909
2023-05-28T13:19:28.559827887Z [WORM][2023-05-28 13:19:28,559][INFO] log:113;reward=0.02504389286041242;action=0;reward_sum=1.6776785492897033
2023-05-28T13:19:29.060739857Z [WORM][2023-05-28 13:19:29,060][INFO] log:113;reward=0.3004969358444214;action=2;reward_sum=1.9781754851341247
2023-05-28T13:19:29.561259160Z [WORM][2023-05-28 13:19:29,561][INFO] log:113;reward=0.050054955482481844;action=2;reward_sum=2.0282304406166065
2023-05-28T13:19:30.062715101Z [WORM][2023-05-28 13:19:30,062][INFO] pinging...
2023-05-28T13:19:30.562819826Z [WORM][2023-05-28 13:19:30,562][INFO] log:114;reward=0.10015038251876796;action=0;reward_sum=0.10015038251876796
2023-05-28T13:19:31.063868372Z [WORM][2023-05-28 13:19:31,063][INFO] fetching info...
2023-05-28T13:19:31.564316130Z [WORM][2023-05-28 13:19:31,564][INFO] log:115;reward=1.302068996429444;action=4;reward_sum=1.302068996429444
2023-05-28T13:19:32.565532630Z [WORM][2023-05-28 13:19:32,565][INFO] log:116;reward=0.0;action=1;reward_sum=0.0
2023-05-28T13:19:33.566745593Z [WORM][2023-05-28 13:19:33,566][INFO] log:117;reward=0;action=3;reward_sum=0.0
2023-05-28T13:19:34.067796494Z [WORM][2023-05-28 13:19:34,067][INFO] pinging...
2023-05-28T13:19:34.568651096Z [WORM][2023-05-28 13:19:34,568][INFO] log:118;reward=0.2002898573875429;action=0;reward_sum=0.2002898573875429
2023-05-28T13:19:35.069492784Z [WORM][2023-05-28 13:19:35,069][INFO] log:118;reward=0.7010401725769029;action=4;reward_sum=0.9013300299644458
2023-05-28T13:19:35.570445350Z [WORM][2023-05-28 13:19:35,570][INFO] log:118;reward=0.10018014907836914;action=4;reward_sum=1.001510179042815
2023-05-28T13:19:36.071251862Z [WORM][2023-05-28 13:19:36,071][INFO] log:118;reward=0.07513246536254936;action=0;reward_sum=1.0766426444053643
2023-05-28T13:19:36.572196032Z [WORM][2023-05-28 13:19:36,571][INFO] log:118;reward=0.2003442764282255;action=4;reward_sum=1.2769869208335898
2023-05-28T13:19:37.073217708Z [WORM][2023-05-28 13:19:37,072][INFO] log:118;reward=0.10018534660339284;action=4;reward_sum=1.3771722674369826
2023-05-28T13:19:37.573933719Z [WORM][2023-05-28 13:19:37,573][INFO] log:118;reward=0.10017156600952148;action=4;reward_sum=1.477343833446504
2023-05-28T13:19:38.074818889Z [WORM][2023-05-28 13:19:38,074][INFO] log:118;reward=0.10018033981323171;action=4;reward_sum=1.5775241732597358
2023-05-28T13:19:38.575632339Z [WORM][2023-05-28 13:19:38,575][INFO] log:118;reward=0.12521938085555995;action=0;reward_sum=1.7027435541152958
2023-05-28T13:19:39.076537741Z [WORM][2023-05-28 13:19:39,076][INFO] log:118;reward=0.0;action=1;reward_sum=1.7027435541152958
2023-05-28T13:19:39.577589934Z [WORM][2023-05-28 13:19:39,577][INFO] log:118;reward=1.0016136407852176;action=2;reward_sum=2.7043571949005134
2023-05-28T13:19:40.078587695Z [WORM][2023-05-28 13:19:40,078][INFO] log:118;reward=0.40069713592529155;action=4;reward_sum=3.105054330825805
2023-05-28T13:19:40.579090467Z [WORM][2023-05-28 13:19:40,578][INFO] log:118;reward=0.10017254352569527;action=0;reward_sum=3.2052268743515
2023-05-28T13:19:41.080001936Z [WORM][2023-05-28 13:19:41,079][INFO] log:118;reward=0.0;action=1;reward_sum=3.2052268743515
2023-05-28T13:19:41.580830870Z [WORM][2023-05-28 13:19:41,580][INFO] log:118;reward=0.30049476623534943;action=4;reward_sum=3.5057216405868497
2023-05-28T13:19:42.081593990Z [WORM][2023-05-28 13:19:42,081][INFO] log:118;reward=0.0751246929168703;action=0;reward_sum=3.58084633350372
2023-05-28T13:19:42.582465915Z [WORM][2023-05-28 13:19:42,582][INFO] log:118;reward=0.2003406047821059;action=4;reward_sum=3.781186938285826
2023-05-28T13:19:43.083298837Z [WORM][2023-05-28 13:19:43,083][INFO] log:118;reward=0.05008515119552648;action=0;reward_sum=3.8312720894813523
2023-05-28T13:19:43.584175861Z [WORM][2023-05-28 13:19:43,583][INFO] log:118;reward=0.40067801475524867;action=2;reward_sum=4.231950104236601
2023-05-28T13:19:44.085178270Z [WORM][2023-05-28 13:19:44,084][INFO] log:118;reward=0.30051712989806845;action=4;reward_sum=4.5324672341346695
2023-05-28T13:19:44.586174749Z [WORM][2023-05-28 13:19:44,585][INFO] log:118;reward=0.10018532276153636;action=2;reward_sum=4.632652556896206
2023-05-28T13:19:45.087083552Z [WORM][2023-05-28 13:19:45,086][INFO] log:118;reward=0.05008583068847727;action=2;reward_sum=4.682738387584683
2023-05-28T13:19:45.587840462Z [WORM][2023-05-28 13:19:45,587][INFO] log:118;reward=0.300551176071167;action=4;reward_sum=4.98328956365585
2023-05-28T13:19:46.088669075Z [WORM][2023-05-28 13:19:46,088][INFO] log:118;reward=0.10017848014831543;action=4;reward_sum=5.0834680438041655
2023-05-28T13:19:46.589484704Z [WORM][2023-05-28 13:19:46,589][INFO] log:118;reward=0.10016193389892436;action=4;reward_sum=5.18362997770309
2023-05-28T13:19:47.090346620Z [WORM][2023-05-28 13:19:47,090][INFO] log:118;reward=0.10017046928405904;action=4;reward_sum=5.283800446987149
2023-05-28T13:19:47.591267426Z [WORM][2023-05-28 13:19:47,591][INFO] log:118;reward=0.10017509460449503;action=4;reward_sum=5.383975541591644
2023-05-28T13:19:48.069062295Z [WORM][2023-05-28 13:19:48,068][INFO] fetching info...
2023-05-28T13:19:48.069121726Z [WORM][2023-05-28 13:19:48,068][INFO] fetching info...
2023-05-28T13:19:48.069171846Z [WORM][2023-05-28 13:19:48,069][INFO] fetching info...
2023-05-28T13:19:48.069214977Z [WORM][2023-05-28 13:19:48,069][INFO] fetching info...
2023-05-28T13:19:48.069278821Z [WORM][2023-05-28 13:19:48,069][INFO] fetching info...
2023-05-28T13:19:48.069338032Z [WORM][2023-05-28 13:19:48,069][INFO] fetching info...
2023-05-28T13:19:48.069421989Z [WORM][2023-05-28 13:19:48,069][INFO] scanning...
2023-05-28T13:19:48.091956448Z [WORM][2023-05-28 13:19:48,091][INFO] log:118;reward=0;action=3;reward_sum=5.383975541591644
2023-05-28T13:19:48.286409823Z [WORM][2023-05-28 13:19:48,286][INFO] fetching info...
2023-05-28T13:19:48.286472089Z [WORM][2023-05-28 13:19:48,286][INFO] fetching info...
2023-05-28T13:19:48.286477770Z [WORM][2023-05-28 13:19:48,286][INFO] fetching info...
2023-05-28T13:19:48.286501184Z [WORM][2023-05-28 13:19:48,286][INFO] scanning...
2023-05-28T13:19:48.513288026Z [WORM][2023-05-28 13:19:48,513][INFO] fetching info...
2023-05-28T13:19:48.513348810Z [WORM][2023-05-28 13:19:48,513][INFO] scanning...
2023-05-28T13:19:48.592841157Z [WORM][2023-05-28 13:19:48,592][INFO] log:118;reward=0.0;action=1;reward_sum=5.383975541591644
2023-05-28T13:19:48.734206726Z [WORM][2023-05-28 13:19:48,733][INFO] scanning...
2023-05-28T13:19:48.981234142Z [WORM][2023-05-28 13:19:48,981][INFO] fetching info...
2023-05-28T13:19:48.981295958Z [WORM][2023-05-28 13:19:48,981][INFO] fetching info...
2023-05-28T13:19:48.981300656Z [WORM][2023-05-28 13:19:48,981][INFO] fetching info...
2023-05-28T13:19:48.981309032Z [WORM][2023-05-28 13:19:48,981][INFO] fetching info...
2023-05-28T13:19:48.981311527Z [WORM][2023-05-28 13:19:48,981][INFO] fetching info...
2023-05-28T13:19:48.981368222Z [WORM][2023-05-28 13:19:48,981][INFO] pinging...
2023-05-28T13:19:49.093773104Z [WORM][2023-05-28 13:19:49,093][INFO] log:118;reward=0.3005215406417854;action=0;reward_sum=5.684497082233429
2023-05-28T13:19:49.594711313Z [WORM][2023-05-28 13:19:49,594][INFO] log:118;reward=0.40068421363830353;action=4;reward_sum=6.085181295871733
2023-05-28T13:19:50.095534201Z [WORM][2023-05-28 13:19:50,095][INFO] log:118;reward=0.10017876625060751;action=4;reward_sum=6.18536006212234
2023-05-28T13:19:50.596423463Z [WORM][2023-05-28 13:19:50,596][INFO] log:118;reward=0.0751333236694336;action=0;reward_sum=6.260493385791774
2023-05-28T13:19:51.097331936Z [WORM][2023-05-28 13:19:51,097][INFO] log:118;reward=0;action=3;reward_sum=6.260493385791774
2023-05-28T13:19:51.598306413Z [WORM][2023-05-28 13:19:51,598][INFO] log:118;reward=0.3005401611328118;action=4;reward_sum=6.561033546924586
2023-05-28T13:19:52.099194158Z [WORM][2023-05-28 13:19:52,098][INFO] log:118;reward=0.701228070259095;action=2;reward_sum=7.262261617183681
2023-05-28T13:19:52.600099856Z [WORM][2023-05-28 13:19:52,599][INFO] log:118;reward=0.20036163330077983;action=4;reward_sum=7.4626232504844605
2023-05-28T13:19:53.100966981Z [WORM][2023-05-28 13:19:53,100][INFO] log:118;reward=0.10017883777618408;action=2;reward_sum=7.562802088260645
2023-05-28T13:19:53.601971715Z [WORM][2023-05-28 13:19:53,601][INFO] log:118;reward=0;action=3;reward_sum=7.562802088260645
2023-05-28T13:19:54.103046446Z [WORM][2023-05-28 13:19:54,102][INFO] log:118;reward=0.10018782615661515;action=2;reward_sum=7.66298991441726
2023-05-28T13:19:54.603926961Z [WORM][2023-05-28 13:19:54,603][INFO] log:118;reward=0.40076708793640137;action=4;reward_sum=8.063757002353661
2023-05-28T13:19:55.104828361Z [WORM][2023-05-28 13:19:55,104][INFO] log:118;reward=0.10019512176513601;action=2;reward_sum=8.163952124118797
2023-05-28T13:19:55.605699354Z [WORM][2023-05-28 13:19:55,605][INFO] log:118;reward=0.2003561496734605;action=4;reward_sum=8.364308273792258
2023-05-28T13:19:56.106528579Z [WORM][2023-05-28 13:19:56,106][INFO] log:118;reward=0.27550727128982544;action=0;reward_sum=8.639815545082083
2023-05-28T13:19:56.607445337Z [WORM][2023-05-28 13:19:56,607][INFO] log:118;reward=0.02504265308380127;action=0;reward_sum=8.664858198165884
2023-05-28T13:19:57.108482362Z [WORM][2023-05-28 13:19:57,108][INFO] log:118;reward=0.3005242347717285;action=4;reward_sum=8.965382432937613
2023-05-28T13:19:57.609172135Z [WORM][2023-05-28 13:19:57,608][INFO] log:118;reward=0.05008724927902186;action=0;reward_sum=9.015469682216635
2023-05-28T13:19:58.110022950Z [WORM][2023-05-28 13:19:58,109][INFO] log:118;reward=0.025043451786041615;action=0;reward_sum=9.040513134002676
2023-05-28T13:19:58.610944347Z [WORM][2023-05-28 13:19:58,610][INFO] log:118;reward=0.025043749809265492;action=0;reward_sum=9.065556883811942
2023-05-28T13:19:59.111822682Z [WORM][2023-05-28 13:19:59,111][INFO] log:118;reward=0.4006992340087905;action=4;reward_sum=9.466256117820732
2023-05-28T13:19:59.612750894Z [WORM][2023-05-28 13:19:59,612][INFO] log:118;reward=0.05008975267410243;action=0;reward_sum=9.516345870494835
2023-05-28T13:20:00.113711385Z [WORM][2023-05-28 13:20:00,113][INFO] log:118;reward=0.20035147666931152;action=4;reward_sum=9.716697347164146
2023-05-28T13:20:00.614498711Z [WORM][2023-05-28 13:20:00,614][INFO] log:118;reward=0.10018129348754812;action=4;reward_sum=9.816878640651694
2023-05-28T13:20:01.115373180Z [WORM][2023-05-28 13:20:01,115][INFO] log:118;reward=0;action=3;reward_sum=9.816878640651694
2023-05-28T13:20:01.616291863Z [WORM][2023-05-28 13:20:01,616][INFO] log:118;reward=0.2003530979156487;action=4;reward_sum=10.017231738567343
2023-05-28T13:20:02.117145142Z [WORM][2023-05-28 13:20:02,116][INFO] log:118;reward=0.10018706321716309;action=4;reward_sum=10.117418801784506
2023-05-28T13:20:02.617972513Z [WORM][2023-05-28 13:20:02,617][INFO] log:118;reward=0.15026534795761126;action=0;reward_sum=10.267684149742117
2023-05-28T13:20:02.982890675Z [WORM][2023-05-28 13:20:02,982][INFO] fetching info...
2023-05-28T13:20:02.982954334Z [WORM][2023-05-28 13:20:02,982][INFO] fetching info...
2023-05-28T13:20:02.982959694Z [WORM][2023-05-28 13:20:02,982][INFO] fetching info...
2023-05-28T13:20:02.982989230Z [WORM][2023-05-28 13:20:02,982][INFO] scanning...
2023-05-28T13:20:03.118860187Z [WORM][2023-05-28 13:20:03,118][INFO] log:118;reward=0.8014055728912357;action=2;reward_sum=11.069089722633352
2023-05-28T13:20:03.233392741Z [WORM][2023-05-28 13:20:03,233][INFO] fetching info...
2023-05-28T13:20:03.233451482Z [WORM][2023-05-28 13:20:03,233][INFO] scanning...
2023-05-28T13:20:03.453197300Z [WORM][2023-05-28 13:20:03,452][INFO] scanning...
2023-05-28T13:20:03.619725540Z [WORM][2023-05-28 13:20:03,619][INFO] log:118;reward=0.05008900165557861;action=2;reward_sum=11.11917872428893
2023-05-28T13:20:03.664017248Z [WORM][2023-05-28 13:20:03,663][INFO] fetching info...
2023-05-28T13:20:03.664137123Z [WORM][2023-05-28 13:20:03,663][INFO] scanning...
2023-05-28T13:20:03.888064009Z [WORM][2023-05-28 13:20:03,887][INFO] fetching info...
2023-05-28T13:20:03.888126967Z [WORM][2023-05-28 13:20:03,887][INFO] fetching info...
2023-05-28T13:20:03.888132667Z [WORM][2023-05-28 13:20:03,888][INFO] fetching info...
2023-05-28T13:20:03.888138478Z [WORM][2023-05-28 13:20:03,888][INFO] fetching info...
2023-05-28T13:20:03.888194522Z [WORM][2023-05-28 13:20:03,888][INFO] fetching info...
2023-05-28T13:20:03.888233094Z [WORM][2023-05-28 13:20:03,888][INFO] fetching info...
2023-05-28T13:20:03.888297286Z [WORM][2023-05-28 13:20:03,888][INFO] fetching info...
2023-05-28T13:20:03.888407964Z [WORM][2023-05-28 13:20:03,888][INFO] scanning...
2023-05-28T13:20:04.113080989Z [WORM][2023-05-28 13:20:04,112][INFO] scanning...
2023-05-28T13:20:04.120591864Z [WORM][2023-05-28 13:20:04,120][INFO] log:118;reward=0.40069079399108887;action=4;reward_sum=11.51986951828002
2023-05-28T13:20:04.331716895Z [WORM][2023-05-28 13:20:04,331][INFO] fetching info...
2023-05-28T13:20:04.331775946Z [WORM][2023-05-28 13:20:04,331][INFO] fetching info...
2023-05-28T13:20:04.621562033Z [WORM][2023-05-28 13:20:04,621][INFO] log:118;reward=0.10017681121826172;action=4;reward_sum=11.620046329498281
2023-05-28T13:20:04.621641863Z [WORM][2023-05-28 13:20:04,621][INFO] fetching info...
2023-05-28T13:20:05.122404512Z [WORM][2023-05-28 13:20:05,122][INFO] log:118;reward=0.10018115043639853;action=4;reward_sum=11.72022747993468
2023-05-28T13:20:05.122502156Z [WORM][2023-05-28 13:20:05,122][INFO] scanning...
2023-05-28T13:20:05.623377066Z [WORM][2023-05-28 13:20:05,623][INFO] log:118;reward=0.20035390853881907;action=2;reward_sum=11.920581388473499
2023-05-28T13:20:05.623464310Z [WORM][2023-05-28 13:20:05,623][INFO] scanning...
2023-05-28T13:20:06.124135047Z [WORM][2023-05-28 13:20:06,123][INFO] log:118;reward=0.050087618827820535;action=2;reward_sum=11.97066900730132
2023-05-28T13:20:06.124231528Z [WORM][2023-05-28 13:20:06,124][INFO] scanning...
2023-05-28T13:20:06.624552017Z [WORM][2023-05-28 13:20:06,624][INFO] log:118;reward=0.05004336833953893;action=2;reward_sum=12.020712375640858
2023-05-28T13:20:07.125736419Z [WORM][2023-05-28 13:20:07,125][INFO] scanning...
2023-05-28T13:20:07.626072967Z [WORM][2023-05-28 13:20:07,625][INFO] log:119;reward=0.10014836788177561;action=2;reward_sum=0.10014836788177561
2023-05-28T13:20:08.127128277Z [WORM][2023-05-28 13:20:08,126][INFO] scanning...
2023-05-28T13:20:08.627567139Z [WORM][2023-05-28 13:20:08,627][INFO] log:120;reward=0.10014801025390696;action=2;reward_sum=0.10014801025390696
2023-05-28T13:20:09.128735940Z [WORM][2023-05-28 13:20:09,128][INFO] pinging...
2023-05-28T13:20:09.629632312Z [WORM][2023-05-28 13:20:09,629][INFO] log:121;reward=0.3505774497985845;action=0;reward_sum=0.3505774497985845
2023-05-28T13:20:10.130596349Z [WORM][2023-05-28 13:20:10,130][INFO] log:121;reward=0.0;action=1;reward_sum=0.3505774497985845
2023-05-28T13:20:10.630879995Z [WORM][2023-05-28 13:20:10,630][INFO] log:121;reward=0;action=3;reward_sum=0.3505774497985845
2023-05-28T13:20:11.632075119Z [WORM][2023-05-28 13:20:11,631][INFO] log:122;reward=0;action=3;reward_sum=0.0
2023-05-28T13:20:12.633200478Z [WORM][2023-05-28 13:20:12,633][INFO] log:123;reward=0;action=3;reward_sum=0.0
2023-05-28T13:20:13.634838058Z [WORM][2023-05-28 13:20:13,634][INFO] log:124;reward=0;action=3;reward_sum=0.0
2023-05-28T13:20:14.135699974Z [WORM][2023-05-28 13:20:14,135][INFO] log:124;reward=0;action=3;reward_sum=0.0
2023-05-28T13:20:14.135970832Z [WORM][2023-05-28 13:20:14,135][INFO] scanning...
2023-05-28T13:20:14.636406368Z [WORM][2023-05-28 13:20:14,636][INFO] log:124;reward=0.6008884429931634;action=2;reward_sum=0.6008884429931634
2023-05-28T13:20:15.637608645Z [WORM][2023-05-28 13:20:15,637][INFO] log:125;reward=0.0;action=1;reward_sum=0.0
2023-05-28T13:20:16.639138823Z [WORM][2023-05-28 13:20:16,638][INFO] log:126;reward=0;action=3;reward_sum=0.0
2023-05-28T13:20:16.639392509Z [WORM][2023-05-28 13:20:16,639][INFO] scanning...
2023-05-28T13:20:17.140329947Z [WORM][2023-05-28 13:20:17,140][INFO] log:126;reward=0.25038607120513845;action=2;reward_sum=0.25038607120513845
2023-05-28T13:20:17.140430726Z [WORM][2023-05-28 13:20:17,140][INFO] pinging...
2023-05-28T13:20:17.640729084Z [WORM][2023-05-28 13:20:17,640][INFO] log:126;reward=0.40056202411651576;action=0;reward_sum=0.6509480953216542
2023-05-28T13:20:18.141929646Z [WORM][2023-05-28 13:20:18,141][INFO] scanning...
2023-05-28T13:20:18.642341908Z [WORM][2023-05-28 13:20:18,642][INFO] log:127;reward=0.1502037525177009;action=2;reward_sum=0.1502037525177009
2023-05-28T13:20:19.643998423Z [WORM][2023-05-28 13:20:19,643][INFO] log:128;reward=0;action=3;reward_sum=0.0
2023-05-28T13:20:19.644244034Z [WORM][2023-05-28 13:20:19,644][INFO] fetching info...
2023-05-28T13:20:20.145387548Z [WORM][2023-05-28 13:20:20,144][INFO] log:128;reward=3.0045551300048814;action=4;reward_sum=3.0045551300048814
2023-05-28T13:20:20.145460415Z [WORM][2023-05-28 13:20:20,145][INFO] scanning...
2023-05-28T13:20:20.645706555Z [WORM][2023-05-28 13:20:20,645][INFO] log:128;reward=0.20033390522003103;action=2;reward_sum=3.2048890352249124
2023-05-28T13:20:21.146846052Z [WORM][2023-05-28 13:20:21,146][INFO] scanning...
